8.44818	0.251553	0	0	8.44818	0.251553	8.45	0.25	-3.00027	0
8.4558	0.253992	0.0692502	0.0221528	8.45582	0.253997	8.45	0.25	0	0
8.24379	0.249295	-1.8541	-0.0402987	8.23962	0.24916	8.25	0.25	-1.81978	0
7.88226	0.176157	-2.8546	-0.432933	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.55785	0.151274	-3.02121	-0.354141	7.54016	0.159641	7.55	0.15	-2.99982	0
7.29784	0.0641757	-2.76674	-0.522678	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.02769	-0.0271369	-2.65905	-0.629705	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.79581	-0.182234	-2.47412	-0.892174	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.59542	-0.366067	-2.33044	-1.18197	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.45718	-0.564266	-2.03671	-1.42872	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.34296	-0.883264	-1.69493	-1.93182	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.20518	-1.17191	-1.54342	-2.16955	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.19831	-1.53266	-1.03558	-2.55098	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.16794	-1.86651	-0.806847	-2.79652	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.21051	-2.18998	-0.421755	-2.9334	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.25436	-2.53178	-0.140086	-2.99266	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.33449	-2.85176	0.157837	-2.96439	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.39402	-3.14897	0.294344	-2.96606	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.48463	-3.46628	0.476151	-2.93958	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.64743	-3.77237	0.820336	-2.88521	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.79856	-4.07417	1.00978	-2.83547	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.92641	-4.36542	1.06214	-2.77138	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
7.04206	-4.61021	1.05883	-2.58522	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.153	-4.87806	1.04128	-2.53298	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.28584	-5.1553	1.09846	-2.52907	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.42706	-5.44342	1.16163	-2.55913	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.5991	-5.6959	1.29984	-2.46946	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.73809	-5.96054	1.28776	-2.44832	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.91055	-6.22381	1.4238	-2.50531	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.11232	-6.47681	1.56443	-2.43449	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.26937	-6.74621	1.51766	-2.43969	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.44052	-6.98633	1.53129	-2.35244	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.5722	-7.23255	1.46438	-2.38676	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.72678	-7.50507	1.48935	-2.49172	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.86849	-7.76724	1.42082	-2.45533	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.9863	-8.02499	1.34464	-2.49281	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.09743	-8.27178	1.22997	-2.40745	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.1883	-8.52972	1.12979	-2.46143	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.27972	-8.78485	1.02746	-2.41305	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.41338	-9.08702	1.12392	-2.60297	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.53327	-9.34957	1.14722	-2.60965	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.60084	-9.6289	0.999934	-2.66709	9.54779	-9.64959	9.55	-9.65	0	-3.0002
9.67518	-9.91381	0.919518	-2.72311	9.64606	-9.9341	9.65	-9.95	0.998995	-2.997
9.75775	-10.1775	0.861793	-2.61213	9.73801	-10.1396	9.75	-10.15	0.909847	-1.81969
9.8017	-10.4551	0.729981	-2.66341	9.75524	-10.4732	9.75	-10.45	0	-3.00063
9.86667	-10.7504	0.681882	-2.6698	9.85048	-10.7526	9.85	-10.75	0.908161	-2.72448
9.88955	-11.0424	0.519624	-2.66556	9.83614	-11.041	9.85	-11.05	0	-2.73073
9.89542	-11.3285	0.375722	-2.72654	9.84568	-11.3496	9.85	-11.35	0	-2.99961
9.8851	-11.6153	0.226058	-2.7701	9.83206	-11.6307	9.85	-11.65	0	-2.99843
9.83305	-11.8696	-0.0071141	-2.69946	9.74928	-11.8442	9.75	-11.85	-1.00029	-2.00059
9.74841	-12.1442	-0.269243	-2.71453	9.65354	-12.1497	9.65	-12.15	-1.00039	-3.00116
9.64049	-12.3839	-0.522214	-2.61515	9.54859	-12.3478	9.55	-12.35	-0.999884	-1.99979
9.4818	-12.6009	-0.854604	-2.47542	9.36086	-12.5501	9.35	-12.55	-1.99804	-1.99804
9.3074	-12.819	-1.1057	-2.30694	9.22134	-12.7613	9.25	-12.75	-0.909773	-1.81954
9.02764	-13.0034	-1.63348	-2.16084	8.84161	-12.9519	8.85	-12.95	-3.99253	-1.99627
8.75827	-13.1444	-1.9143	-1.86041	8.66358	-13.0431	8.65	-13.05	-1.8213	-0.910651
8.46674	-13.247	-2.22629	-1.5993	8.35763	-13.1557	8.35	-13.15	-2.997	-0.998995
8.13097	-13.2902	-2.50989	-1.18522	8.03583	-13.1513	8.05	-13.15	-2.72742	0
7.81081	-13.2941	-2.64813	-0.791298	7.76538	-13.1647	7.75	-13.15	-2.72986	0
7.49867	-13.3148	-2.79528	-0.608581	7.44786	-13.2517	7.45	-13.25	-2.9979	-0.999304
7.17602	-13.3113	-2.84301	-0.389123	7.16011	-13.2382	7.15	-13.25	-2.72844	0
6.87109	-13.2539	-2.90678	-0.0882481	6.84891	-13.1493	6.85	-13.15	-2.99784	0.999284
6.55443	-13.1679	-2.89735	0.210561	6.55759	-13.0679	6.55	-13.05	-2.72787	0.909284
6.24856	-13.0995	-2.85715	0.351313	6.26174	-13.0534	6.25	-13.05	-2.72678	0
5.93824	-13.0055	-2.84563	0.524053	5.94198	-12.9494	5.95	-12.95	-2.72963	0.90988
5.65231	-12.8485	-2.84924	0.850353	5.65107	-12.7365	5.65	-12.75	-2.99778	1.99852
5.38774	-12.7044	-2.69677	1.00808	5.43839	-12.652	5.45	-12.65	-1.81799	0.908995
5.11066	-12.5315	-2.63543	1.20127	5.1307	-12.4684	5.15	-12.45	-2.72625	1.8175
4.87516	-12.3251	-2.46676	1.43315	4.92985	-12.2499	4.95	-12.25	-1.81991	1.8199
4.69154	-12.1261	-2.26968	1.60666	4.75915	-12.0666	4.75	-12.05	-1.99928	1.99928
4.54096	-11.8485	-1.95988	1.92088	4.64378	-11.7442	4.65	-11.75	-0.908231	2.7247
4.43661	-11.6043	-1.61363	2.024	4.54975	-11.5706	4.55	-11.55	-0.909843	1.81969
4.35497	-11.2804	-1.36517	2.40365	4.44059	-11.1496	4.45	-11.15	-1.0008	4.00321
4.32572	-10.9737	-0.98744	2.5349	4.45136	-10.93	4.45	-10.95	0	1.81612
4.33632	-10.6704	-0.6155	2.61047	4.45788	-10.6457	4.45	-10.65	0	2.72554
4.35416	-10.3609	-0.349028	2.68058	4.44057	-10.3382	4.45	-10.35	0	2.72898
4.43215	-10.055	0.0136408	2.71494	4.54925	-10.0439	4.55	-10.05	0.908954	2.72685
4.53538	-9.75305	0.330575	2.7259	4.63755	-9.74952	4.65	-9.75	0.909752	2.72926
4.65871	-9.45696	0.601455	2.71367	4.74589	-9.4609	4.75	-9.45	0.908586	2.72576
4.83649	-9.1487	0.949398	2.74483	4.94849	-9.13867	4.95	-9.15	1.81967	2.72951
4.98455	-8.91077	1.11514	2.63067	5.04121	-8.94979	5.05	-8.95	0.999874	1.99974
5.1867	-8.62838	1.36304	2.60878	5.26887	-8.63564	5.25	-8.65	1.81803	2.72705
5.38334	-8.39622	1.55132	2.51894	5.44864	-8.42738	5.45	-8.45	1.99954	1.99954
